YYYYMMDD,Precipitation duration (hour),Daily precipitation (mm),Maximum hourly precipitation (mm)
20131015,3.5,3.6,1.3
20131016,2.1,0.8,0.4
20131019,2.0,4.9,4.5
20131020,0.6,0.2,0.1
20131022,2.3,3.1,2.3
20131025,1.5,0.4,0.2
20131027,3.9,4.2,1.2
20131028,5.9,11.4,3.1
20131029,1.3,4.6,2.5
20131030,0.1,0.2,0.2
20131101,0.3,0.1,0.1
20131102,5.1,8.1,2.3
20131103,3.1,6.8,3.6
20131104,12.0,23.1,5.7
20131105,9.3,11.0,2.8
20131106,7.8,6.0,1.7
20131107,4.2,4.0,1.7
20131108,3.7,17.6,6.8
20131109,4.7,13.2,4.0
20131110,2.5,9.0,7.1
20131112,6.5,2.9,0.9
20131114,3.1,2.3,0.8
20131119,3.3,0.8,0.3
20131120,4.8,2.2,0.9
20131122,2.4,0.3,0.1
20131124,0.5,0.3,0.2
20131125,0.1,0.1,0.1
20131126,1.2,0.5,0.2
20131127,0.6,0.1,0.1
20131128,0.2,0.1,0.1
20131129,4.5,3.4,0.7
20131130,1.4,2.9,1.8
20131204,3.5,1.5,0.5
20131205,4.1,8.6,4.4
20131206,3.4,3.7,0.9
20131207,2.0,2.2,1.3
20131208,0.6,0.4,0.3
20131214,4.3,5.0,2.1
20131215,2.4,1.5,0.7
20131217,0.9,0.5,0.4
20131218,0.4,0.1,0.1
20131219,5.3,5.4,1.5
20131221,4.8,4.4,1.9
20131222,1.8,1.9,1.6
20131223,8.0,4.1,0.8
20131224,10.1,9.4,3.7
20131225,2.7,3.7,1.7
20131226,0.8,0.8,0.5
20131227,9.2,6.3,1.5
20131228,5.6,4.3,1.0
20131229,1.5,0.8,0.5
20131230,1.6,0.5,0.3
20131231,3.0,1.4,0.7
20140101,3.6,1.3,0.5
20140102,1.3,0.8,0.6
20140103,4.4,8.0,4.6
20140104,1.1,0.7,0.4
20140106,2.9,2.3,1.0
20140108,3.1,6.6,3.6
20140109,2.3,2.4,1.1
20140111,0.6,0.4,0.3
20140113,0.4,0.1,0.1
20140114,3.0,0.9,0.5
20140115,6.7,3.6,0.8
20140116,4.0,2.6,1.1
20140117,5.9,4.3,1.6
20140120,0.7,0.4,0.4
20140123,7.5,8.9,3.5
20140124,1.4,0.7,0.4
20140125,4.3,7.3,2.2
20140126,6.4,9.5,2.9
20140127,2.0,0.7,0.3
20140131,1.5,0.8,0.5
20140201,9.6,7.0,1.1
20140205,4.3,2.1,0.7
20140206,6.0,5.5,2.7
20140207,11.1,14.3,2.4
20140208,7.3,5.0,1.8
20140209,2.0,1.4,0.9
20140210,0.4,0.1,0.1
20140211,3.0,2.0,0.6
20140212,2.4,2.1,1.1
20140213,1.7,1.9,0.6
20140214,5.0,7.2,2.0
20140219,1.4,0.9,0.5
20140220,6.4,3.7,1.1
20140221,3.6,5.3,2.7
20140222,0.5,0.5,0.5
20140225,1.8,2.6,1.6
20140226,0.1,0.1,0.1
20140227,4.2,3.2,1.2
20140228,3.5,1.5,0.8
20140301,4.0,2.3,0.8
20140302,0.2,0.1,0.1
20140303,0.7,0.2,0.2
20140318,1.8,3.3,2.1
20140321,9.3,18.6,3.7
20140322,0.7,0.5,0.3
20140323,0.7,0.7,0.4
20140406,2.5,1.5,0.8
20140407,1.9,8.2,3.8
20140408,3.0,6.7,3.5
20140414,1.5,2.7,0.8
20140417,1.4,1.2,0.6
20140418,0.6,0.6,0.3
20140421,1.0,0.2,0.1
20140424,4.3,33.6,25.1
20140425,0.2,0.1,0.1
20140427,6.8,3.0,1.0
20140429,1.7,0.6,0.4
20140506,0.4,0.1,0.1
20140507,2.7,12.0,7.6
20140508,10.1,15.5,5.3
20140509,2.2,5.4,2.8
20140510,5.3,5.7,2.3
20140511,15.2,14.6,3.4
20140512,2.8,2.3,0.6
20140513,0.6,0.8,0.8
20140514,0.6,3.0,3.0
20140520,1.2,7.9,3.8
20140521,0.9,0.9,0.8
20140522,1.0,3.8,3.3
20140526,3.5,12.8,7.1
20140527,10.1,7.6,2.7
20140528,15.5,9.0,1.5
20140529,3.0,0.6,0.3
20140603,0.5,0.5,0.5
20140604,7.6,10.2,3.5
20140605,2.2,2.0,0.8
20140608,0.9,0.3,0.2
20140609,2.8,2.7,1.7
20140610,3.3,6.9,3.4
20140616,0.6,0.3,0.2
20140618,2.1,1.2,0.5
20140619,0.9,0.5,0.4
20140620,0.5,0.1,0.1
20140624,0.3,0.2,0.1
20140627,0.5,0.2,0.1
20140629,0.6,4.8,4.4
20140630,0.8,0.4,0.3
20140705,3.1,2.6,1.6
20140706,2.0,8.7,6.9
20140708,12.6,11.9,3.5
20140709,7.8,9.0,2.2
20140710,0.4,17.9,17.9
20140711,3.1,13.4,10.3
20140712,0.9,0.7,0.7
20140713,0.2,3.1,3.1
20140714,0.7,0.8,0.8
20140720,1.0,7.1,4.1
20140721,4.7,16.4,8.7
20140725,0.8,0.2,0.2
20140726,1.4,0.6,0.2
20140727,0.3,0.1,0.1
20140728,3.3,43.6,28.2
20140729,0.9,1.0,0.9
20140802,2.4,28.0,14.3
20140806,4.5,3.6,1.3
20140807,1.4,9.4,8.6
20140808,4.5,9.8,5.9
20140809,1.6,5.5,4.0
20140810,4.6,10.2,3.0
20140811,0.3,0.8,0.7
20140812,0.6,2.1,2.1
20140813,1.1,3.0,2.6
20140814,1.9,9.8,5.4
20140815,2.0,1.7,0.9
20140816,0.3,1.3,1.3
20140817,5.2,13.1,6.7
20140818,2.7,5.6,1.6
20140819,4.0,9.2,2.0
20140820,0.2,0.1,0.1
20140822,1.8,4.9,3.7
20140823,0.8,4.3,2.8
20140824,0.7,0.6,0.5
20140825,8.6,6.5,1.2
20140826,7.8,12.5,2.7
20140828,0.5,1.7,1.2
20140830,3.1,3.9,1.1
20140831,1.2,1.4,1.0
20140921,1.2,0.9,0.5
20140924,4.3,14.3,7.4
20140926,0.8,0.2,0.1
20140929,5.8,4.5,1.5
20140930,0.4,0.6,0.6
20141002,0.9,0.4,0.4
20141004,2.7,4.4,2.2
20141006,1.2,0.7,0.5
20141007,5.7,7.2,2.2
20141008,2.2,2.7,1.9
20141011,3.7,7.4,3.1
20141012,2.8,2.3,0.7
20141013,1.2,1.2,0.5
20141014,3.1,1.4,0.4
20141015,3.0,1.6,0.8
20141016,3.1,5.1,2.7
20141017,0.3,0.3,0.3
20141020,0.2,0.1,0.1
20141021,11.4,23.9,4.5
20141022,4.0,5.6,1.6
20141024,8.0,10.2,4.8
20141025,0.3,0.1,0.1
20141029,1.1,0.2,0.1
20141030,0.3,0.1,0.1
20141102,1.3,5.0,4.9
20141103,7.7,6.9,1.7
20141104,0.7,0.2,0.2
20141107,1.5,3.6,2.6
20141109,1.0,0.3,0.3
20141110,2.1,0.5,0.2
20141112,0.8,0.3,0.2
20141114,4.3,3.1,1.3
20141115,7.6,8.0,3.9
20141116,17.5,12.1,1.8
20141117,0.3,0.1,0.1
20141123,3.0,1.8,0.7
20141124,2.9,1.8,1.0
20141126,0.5,0.1,0.1
20141127,5.0,3.0,0.9
20141202,0.6,0.1,0.1
20141205,1.8,0.6,0.4
20141207,5.5,3.6,1.2
20141208,2.2,1.8,0.7
20141210,6.6,11.3,3.8
20141211,6.9,8.8,2.3
20141212,12.8,14.2,2.2
20141215,7.0,5.0,0.9
20141216,1.4,2.9,1.4
20141217,6.9,3.0,0.7
20141218,5.4,1.9,0.4
20141219,8.3,18.8,5.0
20141220,1.0,0.9,0.8
20141222,1.7,1.4,0.8
20141224,7.2,9.0,2.5
20141225,1.1,1.9,0.8
20141227,15.5,12.4,2.1
20141228,0.2,0.2,0.2
20141229,1.1,1.4,1.2
20141230,1.0,0.3,0.2
20150102,4.6,4.3,1.7
20150103,3.9,1.5,0.5
20150106,2.7,1.8,0.6
20150107,1.2,1.2,1.1
20150108,9.7,17.6,4.0
20150109,5.8,8.5,3.0
20150110,1.6,3.4,3.2
20150111,2.2,1.4,0.8
20150112,5.2,1.9,0.4
20150113,11.9,14.0,2.9
20150114,2.8,1.9,0.6
20150115,11.2,8.0,1.5
20150116,1.7,1.7,1.1
20150118,13.0,4.7,0.8
20150124,4.8,8.6,3.5
20150125,1.4,0.3,0.2
20150126,6.1,3.1,1.0
20150127,0.3,0.1,0.1
20150128,4.5,8.2,3.0
20150129,9.7,15.0,3.2
20150130,6.5,8.3,1.6
20150131,0.5,0.2,0.1
20150201,1.7,2.1,1.0
20150202,3.4,5.5,2.8
20150203,0.2,0.1,0.1
20150205,0.5,0.9,0.9
20150209,0.5,0.3,0.2
20150210,0.8,0.2,0.1
20150217,0.4,0.1,0.1
20150220,22.9,20.0,2.3
20150221,5.1,9.4,1.9
20150222,2.9,2.2,1.1
20150223,3.4,2.8,1.3
20150224,4.1,7.3,4.3
20150225,3.5,2.8,1.2
20150226,7.7,7.0,1.5
20150301,3.9,5.1,2.1
20150302,0.8,2.4,1.4
20150303,2.6,2.0,0.8
20150304,0.3,0.3,0.3
20150310,0.7,0.2,0.2
20150314,0.6,0.2,0.2
20150315,0.9,0.1,0.1
20150321,3.0,2.2,1.2
20150324,1.5,0.3,0.2
20150325,11.5,7.2,1.7
20150326,6.1,4.1,1.2
20150327,0.8,1.7,1.3
20150328,6.5,3.3,0.8
20150329,7.4,16.2,4.2
20150330,2.9,5.4,2.4
20150331,4.2,9.0,4.1
20150401,4.1,4.0,1.3
20150402,4.8,4.7,1.5
20150404,4.4,1.9,0.7
20150411,2.3,4.1,3.6
20150412,0.6,0.1,0.1
20150425,5.6,3.7,0.7
20150426,1.2,0.7,0.4
20150428,0.2,0.1,0.1
20150429,1.7,1.6,0.8
20150503,3.1,1.6,0.5
20150504,3.5,3.8,1.9
20150505,2.6,9.2,4.9
20150506,0.8,5.0,4.6
20150507,1.4,1.1,0.7
20150508,0.4,0.1,0.1
20150509,2.2,3.9,1.4
20150516,3.4,1.7,0.5
20150518,3.3,2.1,1.2
20150519,1.9,2.2,0.9
20150520,0.2,0.2,0.2
20150523,1.0,2.0,2.0
20150524,1.0,0.8,0.7
20150525,1.0,0.5,0.5
20150528,0.7,0.7,0.4
20150529,2.5,3.1,1.5
20150531,7.7,8.3,3.5
20150602,4.2,2.8,1.3
20150605,1.5,8.0,6.0
20150613,0.7,0.4,0.3
20150617,2.0,2.6,1.0
20150618,0.5,0.2,0.2
20150619,4.7,4.0,1.2
20150621,2.5,10.1,4.3
20150622,3.9,4.2,2.6
20150623,1.3,0.5,0.2
20150702,1.3,6.9,4.4
20150708,5.1,11.3,2.1
20150709,2.4,1.8,1.1
20150712,2.2,1.4,0.7
20150713,9.7,4.4,1.3
20150714,4.3,2.9,0.9
20150715,1.6,2.3,1.9
20150717,0.9,4.1,4.1
20150719,6.5,9.7,3.3
20150720,0.4,0.5,0.5
20150724,0.3,0.5,0.5
20150725,6.6,14.8,5.2
20150726,6.0,3.5,1.2
20150727,4.9,12.3,3.9
20150728,8.5,10.0,4.5
20150729,1.8,4.1,3.0
20150730,0.7,1.1,0.9
20150804,3.7,1.9,0.7
20150813,1.0,11.1,6.5
20150814,2.2,5.3,1.8
20150815,6.0,8.5,3.2
20150816,15.5,11.0,2.0
20150817,19.8,13.6,1.3
20150818,4.5,1.2,0.5
20150823,3.9,8.5,2.9
20150824,1.6,2.4,1.5
20150825,7.1,11.6,4.8
20150826,1.9,12.9,9.8
20150827,6.3,5.0,3.3
20150828,0.2,0.1,0.1
20150829,0.5,3.8,3.8
20150830,4.7,10.1,3.2
20150831,3.1,7.3,4.6
20150902,1.3,0.3,0.2
20150903,0.2,0.3,0.3
20150904,11.9,41.1,7.2
20150905,2.5,3.5,1.5
20150906,2.9,1.0,0.3
20150907,2.3,1.0,0.5
20150912,3.3,1.5,0.5
20150914,4.3,12.5,4.8
20150915,1.2,1.0,0.6
20150916,4.4,5.8,2.8
20150917,6.6,9.1,3.0
20150919,0.6,1.0,1.0
20150921,2.4,1.5,0.8
20150922,3.1,1.3,0.6
20150923,2.9,5.5,2.9
20150924,3.5,2.1,1.0
20151005,2.0,0.6,0.4
20151006,6.6,6.3,2.2
20151007,2.1,2.7,0.8
20151008,0.6,0.2,0.2
20151014,7.2,2.8,0.9
20151015,11.5,7.4,1.4
20151016,11.6,5.9,1.2
20151017,4.8,1.4,0.5
20151020,0.9,0.7,0.7
20151021,7.4,1.8,0.4
20151022,8.1,2.2,0.3
20151024,0.5,0.5,0.5
20151025,1.0,0.2,0.2
20151105,6.6,5.6,1.2
20151106,7.7,3.2,0.6
20151107,1.4,1.5,0.9
20151108,0.5,0.4,0.4
20151109,6.5,5.4,1.1
20151110,2.8,4.4,3.1
20151111,2.1,1.9,1.1
20151113,1.6,3.5,1.7
20151114,8.7,7.2,1.5
20151115,6.2,13.3,4.2
20151116,2.7,3.3,2.0
20151117,11.8,16.3,4.2
20151118,1.2,0.6,0.5
20151119,4.1,6.6,2.4
20151120,1.8,4.6,2.4
20151121,7.2,10.2,3.1
20151122,0.3,0.1,0.1
20151124,12.9,8.3,1.4
20151125,4.1,7.9,1.6
20151126,0.2,0.3,0.3
20151127,1.9,0.7,0.4
20151128,9.2,8.3,2.2
20151129,7.0,12.6,4.5
20151130,12.7,22.0,3.9
20151201,3.1,0.8,0.3
20151204,4.4,6.0,2.0
20151206,2.8,0.7,0.3
20151207,2.7,0.6,0.2
20151208,3.6,3.1,1.0
20151210,0.4,0.1,0.1
20151211,9.4,10.7,1.9
20151212,4.2,2.4,1.1
20151213,2.8,2.4,1.2
20151216,10.3,4.5,1.2
20151217,0.4,0.1,0.1
20151218,0.4,0.2,0.2
20151219,0.1,0.1,0.1
20151220,1.2,0.2,0.1
20151221,5.0,4.3,1.0
20151222,2.0,1.3,0.6
20151223,0.4,0.4,0.4
20151224,1.0,1.3,1.2
20151225,2.2,1.0,0.6
20151231,1.7,1.7,1.0
20160102,7.0,3.3,0.7
20160103,11.2,8.8,2.0
20160104,11.5,11.2,1.3
20160105,0.7,0.3,0.2
20160106,0.4,0.5,0.2
20160107,5.8,10.8,3.5
20160109,0.5,0.3,0.3
20160110,2.2,4.3,2.9
20160111,2.0,1.9,1.1
20160112,7.2,10.4,2.5
20160113,3.3,2.8,0.6
20160114,10.1,13.4,3.1
20160116,1.2,1.6,0.8
20160122,5.0,4.1,1.5
20160124,4.7,2.2,0.7
20160126,3.1,2.1,0.9
20160127,10.5,13.1,2.8
20160128,0.9,0.2,0.2
20160129,4.3,1.9,0.7
20160130,12.0,18.7,4.6
20160131,7.8,4.5,0.9
20160201,2.1,0.5,0.2
20160202,0.4,0.2,0.2
20160203,2.7,4.3,1.2
20160204,5.1,3.4,1.0
20160205,2.5,0.8,0.3
20160206,0.5,0.1,0.1
20160207,4.4,3.7,1.5
20160208,10.2,11.0,3.0
20160209,6.3,8.8,2.1
20160210,5.6,5.7,1.4
20160211,0.1,0.2,0.2
20160213,2.4,0.5,0.2
20160214,23.5,14.6,1.4
20160215,0.1,0.1,0.1
20160218,5.1,1.3,0.6
20160219,2.0,0.5,0.3
20160220,12.3,9.0,1.4
20160221,7.9,8.3,1.8
20160222,5.8,3.5,1.6
20160223,1.4,3.3,1.4
20160224,0.6,0.4,0.3
20160225,0.9,1.9,1.1
20160301,7.5,6.1,1.5
20160302,5.5,6.8,1.6
20160303,0.7,0.8,0.7
20160304,9.5,12.5,2.0
20160305,0.3,0.2,0.2
20160306,1.9,1.7,0.9
20160307,1.5,2.5,0.9
20160320,1.9,0.7,0.4
20160321,1.1,1.2,0.7
20160322,0.1,0.1,0.1
20160323,1.2,0.3,0.2
20160324,0.4,0.1,0.1
20160325,8.7,4.4,1.2
20160327,5.1,7.3,2.0
20160328,1.2,0.9,0.8
20160329,5.8,8.3,1.9
20160330,0.5,1.2,0.8
20160403,3.3,9.7,6.5
20160404,2.8,6.3,4.5
20160405,4.1,1.4,0.5
20160406,2.6,4.1,2.4
20160407,2.4,4.1,1.5
20160408,2.5,2.2,1.5
20160410,2.5,1.7,0.9
20160412,2.1,3.0,1.8
20160415,10.8,10.1,2.2
20160416,2.0,0.7,0.3
20160417,2.5,4.3,2.3
20160423,3.0,3.0,0.7
20160424,1.1,2.2,0.8
20160425,3.3,4.1,1.6
20160426,4.9,11.9,4.0
20160427,2.7,2.8,1.5
20160428,0.9,1.0,0.3
20160429,4.7,10.0,4.1
20160502,0.1,0.1,0.1
20160503,1.8,3.5,3.1
20160515,0.1,0.1,0.1
20160516,0.5,0.3,0.3
20160518,0.3,0.4,0.3
20160519,0.4,0.2,0.2
20160520,1.0,0.5,0.3
20160522,10.2,15.3,4.0
20160523,15.8,18.4,4.0
20160525,0.4,0.1,0.1
20160529,0.6,0.4,0.4
20160530,3.2,6.6,2.2
20160601,0.4,1.5,1.5
20160604,0.1,0.5,0.5
20160611,4.4,1.3,0.6
20160612,2.6,3.3,1.7
20160613,1.5,2.6,2.1
20160614,4.9,22.4,8.5
20160615,1.9,6.2,5.0
20160616,3.8,2.6,1.4
20160617,5.2,4.0,1.8
20160618,1.1,1.1,0.7
20160620,9.0,18.2,4.2
20160621,1.9,3.9,1.6
20160623,5.5,49.5,33.3
20160624,0.3,0.7,0.7
20160625,2.5,1.4,0.8
20160626,2.4,19.0,11.1
20160627,2.0,2.3,1.0
20160628,1.3,5.0,4.9
20160629,3.0,1.6,0.8
20160630,3.2,7.6,3.3
20160701,1.7,2.2,0.9
20160702,0.9,1.5,1.0
20160703,3.9,17.8,7.7
20160705,1.2,1.9,0.7
20160706,1.5,0.5,0.3
20160708,2.5,4.7,2.5
20160712,3.8,9.9,3.5
20160713,1.8,4.2,3.2
20160722,3.6,11.7,4.5
20160725,0.3,0.5,0.5
20160727,6.3,6.4,1.5
20160728,0.6,0.5,0.4
20160729,0.9,3.8,3.6
20160730,2.9,7.2,2.9
20160731,0.6,0.2,0.2
20160801,1.1,6.8,6.5
20160802,12.1,8.3,2.1
20160803,6.2,1.9,0.6
20160806,2.0,6.4,4.2
20160808,0.6,0.1,0.1
20160809,2.9,7.4,2.3
20160810,1.5,1.3,0.6
20160811,12.3,9.6,1.5
20160812,2.3,1.6,1.0
20160819,1.7,3.4,1.5
20160820,0.6,5.4,5.4
20160821,5.6,14.5,4.1
20160822,5.7,3.2,1.0
20160827,0.4,1.1,1.1
20160828,0.3,0.4,0.4
20160829,0.3,0.2,0.2
20160902,1.4,1.0,0.5
20160903,0.9,1.0,0.6
20160904,0.9,2.8,1.0
20160911,1.9,1.2,0.5
20160915,1.0,4.2,4.2
20160916,0.6,1.2,1.2
20160925,1.3,3.5,2.2
20160929,1.7,2.7,1.9
20161001,0.5,1.0,0.9
20161002,3.2,10.7,4.7
20161009,0.5,0.4,0.3
20161014,3.4,4.7,1.8
20161015,5.9,4.1,1.9
20161017,0.4,0.2,0.2
20161018,3.7,11.7,6.7
20161019,4.3,13.4,8.4
20161020,2.8,0.9,0.3
20161021,0.4,0.2,0.2
20161101,0.6,0.2,0.2
20161102,2.2,4.2,1.2
20161103,0.6,0.6,0.4
20161104,3.3,2.7,1.0
20161105,3.5,3.1,1.0
20161106,3.7,5.1,1.5
20161107,1.9,1.7,0.7
20161108,1.4,1.5,1.4
20161109,8.8,3.7,0.7
20161110,9.7,13.9,3.7
20161111,0.9,0.2,0.2
20161112,1.7,0.8,0.5
20161113,4.8,1.7,0.6
20161114,6.8,3.9,1.4
20161115,11.8,3.5,0.6
20161116,6.7,5.6,2.6
20161117,7.9,12.0,3.9
20161118,1.3,0.7,0.4
20161120,4.1,4.6,1.6
20161121,5.4,4.9,1.4
20161202,2.1,0.9,0.3
20161208,0.5,0.1,0.1
20161210,7.2,4.9,2.3
20161211,2.8,1.7,0.9
20161213,0.3,0.1,0.1
20161221,4.0,2.4,1.0
20161222,3.5,1.5,0.4
20161223,2.0,0.8,0.4
20161224,1.7,1.0,0.5
20161225,0.9,0.5,0.2
20161226,0.7,1.9,1.8
20161227,1.8,1.1,0.6
20161231,0.5,0.2,0.2
20170101,5.0,1.9,0.5
20170102,1.0,0.5,0.2
20170103,0.6,0.7,0.6
20170104,1.1,1.8,1.3
20170107,9.4,5.2,1.1
20170109,4.1,4.8,2.0
20170110,4.8,3.8,0.9
20170111,1.6,0.5,0.2
20170112,8.0,14.3,3.3
20170113,5.4,9.6,2.8
20170114,3.6,5.1,1.4
20170124,0.4,0.3,0.3
20170129,4.2,3.6,1.6
20170130,8.0,6.5,2.1
20170201,3.0,1.2,0.4
20170202,1.8,1.0,0.7
20170203,0.3,0.1,0.1
20170204,8.9,8.3,1.3
20170207,10.4,2.5,0.4
20170208,0.7,0.2,0.1
20170210,1.4,0.2,0.1
20170211,7.1,4.5,1.1
20170212,0.7,0.3,0.2
20170216,0.2,0.5,0.5
20170217,1.2,0.6,0.4
20170219,0.8,0.6,0.3
20170220,5.7,5.3,2.8
20170221,1.3,0.3,0.2
20170222,12.8,17.5,5.8
20170223,15.3,14.5,2.3
20170224,0.5,0.6,0.5
20170225,2.1,0.7,0.4
20170226,2.8,2.1,1.1
20170227,4.1,13.8,5.5
20170228,3.5,2.8,1.1
20170301,5.8,3.5,1.3
20170302,5.0,8.4,4.3
20170303,1.5,1.1,0.6
20170304,3.7,6.1,2.1
20170305,4.0,3.8,1.4
20170306,2.2,2.3,1.6
20170307,0.1,0.1,0.1
20170308,8.6,13.7,2.4
20170309,0.4,0.1,0.1
20170317,3.6,5.7,2.6
20170318,8.0,6.2,1.3
20170319,1.0,0.2,0.2
20170320,9.8,9.4,3.1
20170328,0.1,0.1,0.1
20170331,0.5,1.4,1.4
20170412,2.1,0.8,0.3
20170415,4.0,3.4,0.9
20170416,3.1,2.9,1.7
20170417,5.4,8.6,3.7
20170421,1.6,0.8,0.4
20170422,2.0,0.6,0.2
20170423,0.1,0.1,0.1
20170424,3.0,2.7,1.8
20170425,1.1,2.0,0.6
20170426,0.4,0.3,0.2
20170427,0.2,0.2,0.1
20170428,2.0,1.9,0.6
20170501,2.7,0.9,0.5
20170502,6.7,4.7,1.6
20170503,5.6,3.5,2.1
20170511,0.8,0.3,0.2
20170512,3.4,12.5,6.6
20170513,2.2,10.0,7.9
20170514,0.6,1.9,1.7
20170518,1.4,0.3,0.2
20170519,0.2,0.1,0.1
20170520,0.5,1.2,0.5
20170529,0.4,0.3,0.3
20170603,0.6,2.1,2.1
20170606,7.0,10.5,2.5
20170607,3.2,5.1,1.6
20170608,0.5,0.3,0.3
20170609,6.0,21.2,6.8
20170622,0.8,1.3,1.3
20170624,6.7,5.5,1.3
20170625,2.9,4.6,1.5
20170627,1.2,2.8,2.5
20170628,4.8,3.1,1.3
20170629,0.1,0.1,0.1
20170630,3.0,4.2,2.3
20170701,6.9,6.9,2.3
20170702,0.8,0.6,0.6
20170703,0.8,1.0,0.9
20170706,4.1,17.0,4.6
20170710,0.4,0.1,0.1
20170711,3.0,3.3,1.9
20170712,11.1,26.8,4.8
20170714,2.5,17.6,8.0
20170716,1.0,1.2,1.1
20170719,0.1,0.1,0.1
20170720,2.9,21.0,7.3
20170722,2.2,3.5,2.2
20170723,3.2,11.2,7.6
20170724,3.0,2.5,1.4
20170725,3.3,8.3,2.7
20170726,0.2,0.1,0.1
20170728,1.4,1.7,1.2
20170729,4.0,7.6,4.0
20170730,0.3,1.4,1.4
20170802,5.1,3.0,0.9
20170803,1.8,1.7,1.3
20170804,0.5,0.6,0.6
20170805,1.4,1.8,0.8
20170808,5.1,6.5,2.8
20170810,1.8,2.4,1.3
20170811,0.8,0.2,0.2
20170812,5.6,4.4,1.0
20170815,1.9,1.5,0.5
20170817,2.9,2.3,0.7
20170818,1.4,6.2,6.0
20170819,4.7,10.4,3.2
20170829,0.5,1.5,1.3
20170830,9.2,8.8,1.7
20170831,3.3,2.0,0.8
20170901,1.3,0.3,0.2
20170905,0.4,0.6,0.3
20170906,3.2,3.7,2.0
20170907,1.9,2.8,1.4
20170908,14.3,17.2,2.7
20170909,7.5,12.5,2.9
20170910,0.7,0.9,0.8
20170911,5.1,9.5,1.8
20170912,0.2,0.1,0.1
20170913,6.4,12.5,3.2
20170914,6.5,20.7,7.8
20170915,3.5,4.1,2.5
20170916,14.8,13.9,2.9
20170918,1.2,0.8,0.6
20170920,0.5,0.6,0.3
20170922,0.5,0.8,0.6
20170928,2.0,1.1,0.4
20170929,2.1,16.6,7.6
20170930,3.7,2.4,0.9
20171002,1.3,0.6,0.3
20171003,0.6,1.6,1.5
20171004,2.5,2.8,1.8
20171005,8.5,25.2,5.1
20171006,1.9,3.2,1.3
20171007,7.6,15.9,4.2
20171008,0.2,0.1,0.1
20171009,3.7,10.4,3.4
20171010,1.0,0.3,0.2
20171011,0.2,0.2,0.2
20171012,0.2,0.2,0.2
20171020,3.3,7.3,3.1
20171021,0.6,0.5,0.4
20171022,11.8,13.2,3.9
20171023,0.4,0.1,0.1
20171024,2.7,0.8,0.3
20171027,0.3,0.4,0.2
20171028,2.3,1.6,0.7
20171029,1.8,1.0,0.5
20171103,0.8,0.5,0.5
20171104,3.6,3.0,1.5
20171105,3.7,4.8,1.6
20171106,0.8,0.4,0.4
20171109,1.6,1.4,0.7
20171110,2.6,2.9,1.1
20171111,4.1,3.7,1.1
20171112,6.5,7.4,1.4
20171113,1.1,1.3,0.6
20171114,1.8,0.4,0.2
20171115,6.4,2.3,0.6
20171116,2.4,1.8,0.7
20171118,3.2,5.0,1.8
20171119,0.8,1.9,0.9
20171120,12.4,9.7,1.3
20171121,3.5,1.3,0.4
20171122,0.9,1.3,1.1
20171123,1.0,0.8,0.5
20171124,2.8,1.6,0.6
20171125,0.1,0.2,0.2
20171126,1.7,5.7,3.2
20171127,9.1,15.2,2.9
20171128,0.8,0.9,0.4
20171129,0.1,0.1,0.1
20171130,0.8,0.6,0.2
20171203,4.9,2.0,0.6
20171204,2.3,2.5,1.4
20171207,3.3,7.8,3.6
20171208,6.6,15.4,3.5
20171209,7.4,12.5,2.7
20171210,7.9,12.8,3.0
20171211,10.7,9.8,1.2
20171212,0.8,0.5,0.5
20171213,8.1,13.8,4.3
20171214,5.7,15.0,3.4
20171215,0.7,0.2,0.2
20171216,1.2,1.4,0.3
20171217,4.2,4.9,1.9
20171218,2.2,0.8,0.2
20171220,1.9,0.3,0.1
20171221,1.4,0.3,0.1
20171222,6.5,2.5,0.6
20171224,3.5,0.7,0.2
20171225,2.2,0.4,0.2
20171226,2.0,1.2,0.5
20171227,9.4,7.3,1.2
20171228,0.4,0.7,0.6
20171229,6.3,6.7,1.7
20171230,5.0,3.7,1.4
20171231,15.3,39.3,9.5
20180101,6.9,4.7,1.5
20180102,6.2,4.5,2.0
20180103,5.1,9.5,5.2
20180104,1.6,0.6,0.4
20180105,2.4,2.7,1.2
20180110,5.8,2.6,0.9
20180115,9.5,13.3,2.6
20180116,3.9,8.3,2.5
20180117,2.2,2.7,0.7
20180118,6.5,11.1,2.0
20180119,3.1,5.4,1.2
20180120,2.0,1.1,0.6
20180121,2.7,2.1,0.9
20180122,1.9,0.6,0.1
20180123,4.0,1.5,0.4
20180124,4.1,4.2,1.5
20180125,0.1,0.1,0.1
20180127,3.6,1.1,0.5
20180129,2.8,5.2,2.8
20180131,6.4,3.8,0.9
20180201,4.3,4.4,0.9
20180202,4.5,5.0,2.0
20180203,2.2,1.7,0.9
20180209,0.5,0.1,0.1
20180210,0.2,0.1,0.1
20180211,3.1,5.1,3.1
20180215,3.8,3.5,1.2
20180304,2.2,1.9,0.9
20180307,4.0,3.5,0.9
20180308,3.2,4.7,2.2
20180309,5.1,2.9,1.0
20180310,6.6,4.3,0.9
20180311,1.0,1.2,1.1
20180312,1.8,1.2,0.2
20180313,7.6,7.1,2.2
20180315,3.1,1.0,0.4
20180316,0.6,0.4,0.3
20180322,4.4,3.3,1.1
20180326,1.3,1.5,1.1
20180327,3.6,1.7,0.6
20180328,10.8,12.4,2.5
